lemmatize_data,translate_data,sentimen
cocok presiden nya prabowo ibukota dipimpin pemimpin dharma kun,"prabowo is the right president, the capital is led by leader dharma kun",Positif
setuju dua gubernur daerah khusus ibukota suka,agreed the two governors of the special capital region like,Positif
nomor dua bicara adab mencatut kartu tanda penduduk beradab,"number two talk about manners, using civilized id cards",Positif
prabowo berjalan sesuai relnya bingung memilih tuan pramono doel darmakun,"prabowo is walking on the right track, confused about choosing mr. pramono doel darmakun",Negatif
tuan pramono abang doel bersahaja jujur kejadian masyarakat harmonis rukun,"mr. pramono abang doel is modest, honest, the events of a harmonious and harmonious society",Positif
dua menarik,two interesting,Positif
menarik dharma,draw dharma,Netral
dharma tuan rangga,the dharma of lord rangga,Netral
dharma lawak,dharma comedy,Netral
dharmakun jakarta aman lahir batin,dharmakun jakarta safe in body and soul,Positif
mandiri dipengaruhi kanan kiri partai,independent influenced by the right and left parties,Positif
mandiri bosan anak buah ketua partai menang tertawa mandiri menjanjikan visi misinya tertawa,independent bored subordinates party leader win laugh independent promises vision mission laugh,Positif
maaf seribu maaf mengamati dharma layak mencalonkan gubernur sekelas jakarta visi misi publik speaking gerak tubuh sudut pandang kedepan coba nyalon bupati batu loncatan membangun relasi kuat dunia politik,sorry a thousand apologies observing dharma worthy of running for governor in the class of jakarta vision mission public speaking body language perspective forward trying to run for regent stepping stone to build strong relations in the world of politics,Positif
dharma bagus pengalaman ridwan awang-awang awang pramono rapi on poin silakan dipilih teman teman jakarta belas jakarta,dharma good experience ridwan awang-awang awang pramono neat on point please choose friends jakarta bela jakarta,Positif
pilih jalur mandiri partai menguasai negeri,choose the independent path of the party to control the country,Netral
kayaknya pendukung dua mendominasi kolom komentar,it seems like the two supporters dominate the comments column,Netral
mandiri saja kenyang lihat kekonyolan koloni,just be self-sufficient and full of the ridiculousness of the colony,Positif
juta kali total rukun warga jakarta miliar triliun pemilihan wali kota bandung menjanjikan juta rukun warga beliau gubernur jawa barat total rp dikeluarkan rukun warga hati hati warga jakarta lagu aransemen ulang,million times total of jakarta residents' association billion trillion bandung mayoral election promises million residents' association he is the governor of west java total rp issued residents' association be careful jakarta residents song rearrangement,Negatif
dharma kun menarik gue asyik memilih mandiri,"dharma kun is interesting, i am busy choosing to be independent",Positif
kapok mulyono abang maaf coba mandiri,"sorry, mulyono, try to be independent",Negatif
orang makassar coblos dharma,makassar people vote for dharma,Netral
ridwan kamil berani mengeluarkan satu miliar rukun warga calon lawan satu miliar rukun warga kalah ridwan kamil,"ridwan kamil dares to issue one billion citizen's units, the opposing candidate's one billion citizen's units loses to ridwan kamil",Negatif
dharma kun jalur mandiri daerah khusus ibukota satu,dharma kun independent route special capital region one,Positif
pendapat pribadi dharma berbicara mimik muka ridwan kamil meremehkan ya dibumbui senyum sinis beda tuan pramono menghargai mendengarkan seksama penyampaian dharma kun beban retorika pramono rano memiliki visi misi menyatu ciri khas kebutuhan jakarta pasangan rido pandai beretorika sulit mewujudkan program kelas nya jejak rekam memimpin jawa barat,personal opinion dharma speaks facial expression ridwan kamil belittles yes spiced with a sarcastic smile different mr pramono appreciates listening carefully to dharma kun's delivery burden of rhetoric pramono rano has a unified vision and mission characteristic needs jakarta partner rido is good at rhetoric it is difficult to realize his class program track record of leading west java,Positif
palembang nomor dua jenderal takut tuhan memikirkan rakyat,palembang number two general fears god thinks about the people,Positif
serius calon nomor dua kosong banget berbobot serius maaf ya pendukung nya tiga calon nomor dua berbobot pendapat pribadi silakan utarakan pendapat,"seriously candidate number two is really empty, seriously sorry, yes, the supporters are three candidates number two has weight, personal opinion please express your opinion",Negatif
memangnya orang orang jakarta adab ya beradab menjadikan prioritas perbaikan adab nya pasangan calon dua serius tersinggung ya sebegitunya mata pasangan calon dua singgungan ya beretika,"are the people of jakarta really civilized and make improving their manners a priority? the two candidate pairs were seriously offended, yes, that's how the two candidate pairs' eyes were offended, yes, ethical",Positif
jakarta kesenjangan orang kaya miskin abang kecemburuan sosial orang jakarta kejahatan kalangan kelas mencari uang saja susah mati kelas mengeluarkan uang puluhan juta makan sehari pasangan calon dua memilih memperbaiki adab nya mengutamakan ekonomi orang butuh makan hidup nyaman rumah,"jakarta, the gap between the rich and the poor, brother, social jealousy, jakarta people, crime, class, just looking for money, it's hard to die, class, spending tens of millions of rupiah a day, eating, two candidate pairs, choosing to improve their manners, prioritizing the economy, people need to eat, live comfortably, home",Positif
gara gara uang puluh ribu kagak nyoblos nomor dua ya,didn't vote for number two because of tens of thousands of money,Netral
bismillahirrahmanirrahiim dua,bismillahirrahmanirrahiim two,Netral
pengguna media sosial dibayar nomor dua seram ya majunya saja sehat lawak,social media users are paid number two scary yes just progress healthy jokes,Positif
indonesia rekayasa kehidupan pongrekun semoga penuh berkah dharma kesempatan terpercaya daerah khusus jakarta semoga pemerintahan tulus terpercaya kalah dharma,indonesia engineering life pongrekun hopefully full of blessings dharma opportunity trusted special region of jakarta hopefully government sincere trusted defeated dharma,Positif
sih pongrekun terjebak COVID-19 tertawa namanya melawan atasan,pongrekun is trapped in covid-19 laughing at his name against his superiors,Negatif
nomor satu adil partai koalisi nomor dua bawa semangat revolusi simbol perlawanan perubahan nomor tiga patuh kebijakan mega,number one fair coalition party number two bring the spirit of revolution symbol of resistance to change number three obey mega policies,Positif
buka pikiran resapi jenderal dharma ayo pilih nomor dua,"open your mind, absorb general dharma, let's choose number two",Positif
pilih dipengaruhi partai nomor dua bebas ikatan,choose influenced party number two free of ties,Positif
mantap dharma,steady dharma,Positif
warga jakarta bantu doa dharma,jakarta residents help dharma prayer,Netral
lakukan hidup bergema keabadian maju abang dharma kun salam orang-orang kekuatan,do life resonate eternity forward brother dharma kun greetings people of strength,Netral
komentar dukungan nomor dua tiga pemilihan kebanyakan nomor satu waspadalah,comments support number two three most votes number one beware,Positif
nomor dua parah banget bot komentar pakai akal akal,"number two is really bad, comment bots use common sense",Negatif
orang bekasi netral lihat kompeten satu tiga nomor dua jawabannya menyambung berasa podcast,bekasi people neutral see competent one three number two the answer continues feel podcast,Positif
gue ridwan kamil dharma cerdas pintar,"i am ridwan kamil dharma, intelligent and smart",Positif
pasangan calon tiga cctv rukun tetangga visi misi lelucon saja visi misi jual obat,candidate pair three cctv neighborhood association vision mission just a joke vision mission selling drugs,Netral
pasangan calon tiga seimbang calon gubernur satu inovatif kemampuan tuan kamil pramono ketat nomor dua membingungkan gaya ide prabowo matang argumen berbelit belit,"three candidate pairs are balanced, gubernatorial candidate one is innovative, mr. kamil pramono's ability is strict, number two is confusing, prabowo's style of ideas is mature, convoluted arguments",Positif
dua oke laksanakan oke laksanakan,two okay do it okay do it,Positif
baca saja pangrekun improvisasi berantakan,just read pangrekun messy improvisation,Negatif
adab memprioritaskan mantap dharma,manners prioritize steady dharma,Positif
orang jakarta betawi orang pendatang cocok pendapat masukan dharma akal pikiran masuk bicarakan semoga menang menyongsong jakarta maju bismillah,jakarta people betawi people newcomers suitable opinion input dharma reason mind enter talk hopefully win welcome jakarta forward bismillah,Positif
dharmakun jakarta dharmakun indonesia dharmakun amin,dharmakun jakarta dharmakun indonesia dharmakun amen,Netral
cocok tiga-tiganya memilih dharma kun saja,it suits all three to choose dharma kun only,Netral
calon nomor dua gugup pimpinan markas kepolisian republik indonesia pemimpin publik nomor satu terbaik ridwan kamil salam satu jari,candidate number two nervous leader of the republic of indonesia police headquarters best public leader number one ridwan kamil one finger salute,Positif
pengawasan maksudnya dharma kejahatan ekonomi pencegahan,supervision means dharma economic crime prevention,Positif
dharma iya,yes dharma,Netral
mandiri kasih panggung percaya pasangan calon pasangan calon partai politik,independent give stage trust candidate pair candidate pair political party,Netral
amati hasil debat dua pasang calon gubernur gubernur satu pasang calon cari,"observe the results of the debate between two pairs of gubernatorial candidates, one pair ...",Netral
hadir pengagum dharma,present dharma admirers,Netral
kun cerdas,smart kun,Positif
nomor dua omon² tertawa banget auranya tertawa warga jakarta tertipu dua tertawa,number two omon² really laughed his aura laughed jakarta residents were fooled two laughed,Positif
pramono kesempatan dharma dunia intelijen pengaruh situasi indonesia data bocor dipakai asing memanfaatkan indonesia,pramono opportunity dharma world intelligence influence situation indonesia leaked data used by foreigners exploiting indonesia,Netral
dua solusi,two solutions,Netral
dharmakun menyala berani sesuai hati nurani menutupi debat calon gubernur menarik debat presiden,dharmakun lights up brave according to conscience covering gubernatorial candidate debate interesting presidential debate,Positif
berdoa semoga dharma kun dilindungi tuhan orang jujur ikhlas disukai organisasi,"pray that dharma kun is protected by god, an honest, sincere person who is liked by the organization",Positif
dharma menarik ridwan kamil,dharma attracts ridwan kamil,Netral
ridwan kamil jalan dharma pongrekun COVID-19 agenda elit global dirancang faktanya,ridwan kamil jalan dharma pongrekun covid-19 global elite agenda designed in fact,Netral
tipu-tipu janji-janji dharma pongrekun,dharma pongrekun's promises of deception,Netral
pakai dharma,use dharma,Netral
dharmakun,dharmakun,Netral
dharma kun calon oligarki raja jawa,dharma kun candidate oligarchy king of java,Netral
anies mandiri ya seru anies maju,"anies is independent, yes, it's exciting, anies is moving forward",Positif
jakarta keras tuan ahok nya menangani jakarta beliau asli sumatra utara merantau jakarta tinggal klender kartu tanda penduduk jakarta mendukung penuh dharma kun,"jakarta is tough, mr. ahok is handling jakarta, he is originally from north sumatra, he migrated to jakarta, he lives in the calendar, jakarta id card, he fully supports dharma kun",Negatif
dua pengguna media sosial dibayar,two paid social media users,Positif
warga jakarta membodohi petugas partai memiliki gubernur mandiri,jakarta residents fool party officials into having an independent governor,Netral
nomor dua tiga,number two three,Netral
nomor dua manis janji nya omong-omong kebanyakan gula diabetes,number two sweet promise by the way too much sugar diabetes,Positif
pernyataan dharma COVID-19 the kotak mantap,covid-19 dharma statement the steady box,Positif
dharma kun,dharma kun,Netral
solusi pasangan rido satu membebani negara subsidi tiga lengkap solusinya dua rakyat jakarta makmur sejahtera pilih satu,rido's couple solution one burdens the state with subsidies three complete solutions two prosperous jakarta people choose one,Positif
uang kebersihan dikumpulkan rukun tetangganya,cleaning money is collected by the neighborhood association,Netral
setuju dharma aset jaga,agree dharma asset guard,Netral
yuk dharmakun partai keadilan sejahtera kapok,"come on, dharmakun, the prosperous justice party, give up",Netral
pramono rano daerah khusus ibukota satu daerah khusus ibukota dua,pramono rano special capital region one special capital region two,Positif
dana rukun warga dicairkan pelaku lurah camat ditangkap komisi pemberantas korupsi janji ridwan kamil diuji,"community association funds disbursed, perpetrators of sub-district head arrested by corruption eradication commission, ridwan kamil's promise tested",Netral
darmakun mengomong bingung keringat dingin tekanan batin tekanan hidup,drmakun talking confused cold sweat inner pressure life pressure,Negatif
bismillah warga daerah khusus ibukota asli sunda jawa barat memilih dharma kun beliau orang jujur berani petugas partai petugas rakyat,"bismillah, the residents of the special capital region of west java, the sundanese people of west java, chose dharma kun, he is an honest and brave person, a party official, a people's official",Positif
nomor dua tersendat susah dicerna,number two is hard to digest,Negatif
dua mantap,two steady,Positif
darmakun oke,"okay, thank you",Positif
fan dharma melawan arah kebenaran kun faya kun,fan dharma against the direction of truth kun faya kun,Netral
pramono doel pilihan logis beban koalisinya berat konsentrasi membenahi jakarta sibuk dirusuhi partai-partai pendukung,"pramono doel is a logical choice, his coalition burden is heavy, he is concentrating on fixing jakarta, which is busy being disturbed by the supporting parties.",Positif
dharma kun partai berhutang partai balas budi partai mendukung beliau,dharma kun party owes party gratitude party supports him,Netral
gue nilai pemenang debat pasangan calon nomor dua menguasai jalannya perdebatan serangan-serangan signifikan sanggup menangkis serangan-serangan pasangan calon program-program masuk akal logis dibanding program-program pasangan calon,"i think the winner of the debate, candidate pair number two, controlled the course of the debate, made significant attacks, was able to fend off the attacks of the candidate pair, had logical, reasonable programs compared to the candidate pair's programs.",Positif
dua orang bingung mengomong ya,two people confused talking huh,Negatif
satu koalisi gemuk rawan bagi-bagi kue mandiri saja tercekik partai dharma kun,one fat coalition is vulnerable to dividing up the independent cake and being strangled by the dharma kun party,Negatif
dharma kun petugas rakyat petugas partai golongan elite,dharma kun people's official party official elite group,Netral
bilangan tuhan menyinari pongrekun dharma wakilnya wajah nya pongrekun dharma wakilnya kasih karunia tuhan menghadapkan wajah nya pongrekun dharma wakilnya pongrekun dharma wakilnya damai sejahtera biarlah kehendak tuhan terbaik hamba nya pongrekun dharma wakilnya,god's number shines on pongrekun dharma his representative his face pongrekun dharma his representative grace of god turns his face pongrekun dharma his representative pongrekun dharma his representative peace let the will of god be the best of his servant pongrekun dharma his representative,Positif
dharma terbaik warga jakarta sejahtera,the best dharma of prosperous jakarta citizens,Positif
dharma kun mantap,dharma kun is steady,Positif
mendukung nomor tiga,support number three,Netral
menarik dharma pongrekun jawabannya berkelas langsung intinya permasalahan jakarta,interesting dharma pongrekun classy answer straight to the point of jakarta's problems,Positif
sulit pilih tiga orang dua ya jawaban-jawabannya realistis semoga implementasi sesuai dijanjikan debat,"it's hard to choose three people, two of them, the answers are realistic, hopefully the implementation will be as promised in the debate",Negatif
nomor satu bagusnya gubernur selesai mengundurkan jawa barat selesai nomor dua berkorban idealis mandiri pernyataannya butuh mencerna seksama orang dengar pernyatannya pemikirannya patut coba beban partai wajar saja gugup awas mengikuti kaya nomor tiga bagus sosoknya gagasan bagus sayangnya pendukungnya sih takutnya perjalanan,number one it's good the governor has finished resigning west java is finished number two sacrifice idealist independent his statement needs to be digested carefully people listen to his statement his thinking is worth trying the burden of the party it's natural to be nervous be careful following rich number three good figure good ideas unfortunately his supporters are afraid of the journey,Positif
nomor dua gugup bocoran benar-benar murni otak gugup hebat,number two nervous leaks really pure brain nervous great,Positif
nomor dua semoga tuhan memberkatimu inspektur jenderal dharmakun,number two may god bless you inspector general dharmakun,Positif
pasangan calon dua ya bicara saja,candidate pair two just talk,Netral
mandiri,independent,Netral
semoga niat dharma membuka mata masyarakat jakarta,hopefully the intention of dharma will open the eyes of the people of jakarta,Netral
sejarah mandiri partai dharma kun menang,history of independent dharma kun party wins,Positif
tuan rangga dua sekelas calon gubernur percaya teori konspirasi mempermasalahkan colok-colok hei namanya virus masuk tubuh menempel silia tenggorokan COVID-19 replikasinya disitu diambil hitung pos hidung mulut pengguna media sosial dibayar banget membersihkan bayangkan nasib tenaga kesehatan daerah khusus jakarta,"mr. rangga, two of the same class as gubernatorial candidates, believe in conspiracy theories, questioning the plugs, hey, the name of the virus enters the body, sticks to the cilia in the throat, covid-19 replicates there, is taken, counts the posts, noses, mouths, social media users are paid a lot to clean, imagine the fate of health workers in the special region of jakarta",Positif
orang jakarta dharma masuk akal,jakarta people dharma makes sense,Netral
dharma kun pemenang debat kali beliau paham permasalahan bangsa,dharma kun is the winner of the debate this time. he understands the nation's problems.,Netral
mantap darmakun,"steady, darmakun",Positif
pasangan calon nomor dua kadang sesuai,candidate pair number two sometimes matches,Netral
kolom komentar pilih dua lembaga survei beda media dikuasai,comment column select two survey institutions with different media control,Netral
pengguna media sosial dibayar saja komentar dua survei survei mandiri dipercaya pemilihan presiden kemarin survei menang,social media users are paid only comment two surveys independent surveys are believed yesterday's presidential election survey won,Positif
iya kolom komentar dua,yes comment column two,Netral
dua oke laksanakan oke laksanakan,two okay do it okay do it,Positif
keputusan lihat debat ikhlaskan suara dharma saja the nyata pemimpin topeng diusung partai muak dharma,decision see debate let go of dharma's voice the real mask leader carried by the party fed up with dharma,Positif
nomor dua isi nya boneka mulyono,number two contains mulyono dolls,Netral
rakyat dibohongi partai pilih dua cerdas,people are lied to by the party choose two smart ones,Positif
jujur dua normatif berpengalaman fakta jawabannya prinsip saja taktis,honest two normative experienced fact answer principle only tactical,Positif
astaga sebegitunya pendukung dua baiklah terserah,gosh that's how many supporters of two okay whatever,Positif
sukses dharma kun dua,success dharma kun two,Positif
dharma kun calon gubernur cerdas cocok jakarta semoga menang gubernur mandiri,dharma kun smart gubernatorial candidate suitable for jakarta hopefully independent governor wins,Positif
pengguna media sosial dibayar nomor dua komentar,social media users paid number two comments,Positif
dharma kun iya,dharma kun yes,Netral
memperhatikan penjelasan pasangan calon nomor dua,pay attention to the explanation of candidate pair number two,Netral
satu miliar satu rukun warga ya kaya orang indonesia saja korupsi,"one billion one citizen unit, yes, even indonesians are corrupt",Negatif
maju dharma beliau beban politik partai,forward dharma he is a political burden for the party,Netral
cctv rukun tetangga rukun warga kejadian cctv rusak ah lawak loh,cctv neighborhood association residents' association cctv incident broken ah joke,Negatif
kaget banget pengguna media sosial dibayar nomor dua,really surprised social media users get paid number two,Positif
pengguna media sosial dibayar pendukung membedakan ya,social media users paid supporters differentiate yes,Positif
pakai teks pasangan calon tiga kuno,use the old three candidate pair text,Positif
bagus ya debatnya mendukung debat mendukung debat jatuhkan merendahkan lawannya,good yes the debate supports the debate supports the debate brings down the opponent,Positif
muak memilih partai bagus memilih mandiri saja ayo warga jakarta pilih nomor dua kontrol partai,"fed up with choosing a good party, just choose to be independent, come on, jakarta residents, choose number two, control the party",Positif
cari latar belakangnya dua merekomendasikan mulyono jokowi,search for background two recommend mulyono jokowi,Netral
presiden mendukung prabowo daerah khusus jakarta wajib tuan pramono doel,the president supports prabowo special region of jakarta must be mister pramono doel,Positif
gubernur daerah khusus ibukota memfasiitasi warga satu balai warga kegiatan sanggar seni sanggar adat pernikahan lain-lain daerah padat rumah penduduknya memiliki kemampuan biaya acara pernikahan dua internet gratis jakarta wifi mendukung kegiatannya belajar mengajar tiga kegiatan edukasi mengelola limbah plastik nilai ekonomis terpenting meningkatkan kualitas masyarakat formal,the governor of the special capital region facilitates residents one community hall art studio activities traditional wedding studios others densely populated areas have the ability to pay for wedding events two free internet jakarta wifi supports teaching and learning activities three educational activities managing plastic waste the most important economic value is improving the quality of formal society,Positif
dharma kun pilih pelayan partai,dharma kun chooses party servant,Netral
undang-undang nomor dua perselisihan perindustrian aduh bodoh,law number two industrial disputes oh stupid,Negatif
halo internet mandiri kayak tiongkok narasinya salah,hello independent internet like china the narrative is wrong,Negatif
pendukung prabowo daerah khusus ibukota jakarta netral warga jakarta terpilih gubernur semoga membawa kesejahteraan kemakmuran masyarakat jakarta,"prabowo supporters, the special capital region of jakarta, neutral, jakarta residents, elected governor, hopefully bring prosperity to the people of jakarta",Positif
gue bingung ahok sesuai mandiri mal-mal buka stan kasih kartu tanda penduduk ramai kasih kartu tanda penduduk mengantri dharma mencatut kartu tanda penduduk kumpulkan saja lihat mandiri tertawa hebat banget ya sih dharma tertawa,"i'm confused ahok, according to mandiri, the malls opened stands to give out id cards, they were crowded giving out id cards, queuing, dharma took the id cards, just collect them, look, mandiri laughed really hard, huh, dharma laughed",Positif
mendukung nomor dua jakarta aman,support number two jakarta safe,Positif
jakarta utara dua,north jakarta two,Netral
semoga dharma gubernur jakarta perubahan amin,"hopefully the dharma of the governor of jakarta will bring change, amen",Netral
loh berkontribusi kebaikan jakarta pasangan calon dua negatif suka sosok jujur tulus,"loh contribute to the good of jakarta, the candidate pair two negative like honest, sincere figures",Positif
orang medan nomor dua menguasai ilmu luas global memanfaatkan,"medan people number two master global knowledge, utilizing broad knowledge",Positif
pilih gubernur dipengaruhi partai politik melanjutkan mendukung program pemerintah memajukan jakarta aman toleransi cerdas,"elect governor influenced by political parties continue to support government programs to advance jakarta safely, tolerantly, intelligently",Positif
dharma kun jujur rekam jejak nya mementingkan,dharma kun is honest his track record is important,Positif
kenyataannya gaji guru honor depok jawa barat dibayar dua juta upah minimum provinsi jawa barat mendekati angka juta guru kesejahteraannya menindas silakan survei,"in reality, the salary of honorary teachers in depok, west java is paid two million, the minimum wage for west java province is approaching the million mark, the welfare of teachers is oppressive, please do a survey",Netral
dicoba pemenangnya mandiri respon partai politik mandiri janji utang tahap rakyat partai,tried winner independent response political party independent promise debt people's stage party,Netral
darmakun sih tertawa,darmakun is laughing,Netral
tema populasi pasangan calon satu dua menyambung banget kecuali pasangan calon tiga,the population theme of candidate pairs one and two are very connected except for candidate pair three,Positif
warga sumut mendukung pasangan calon nomor dua darmakun,"north sumatra residents support candidate pair number two, darmakun",Netral
nomor dua bagus,number two is good,Positif
nomor dua gugup visi misi nya kaya hafalan,number two nervous vision mission is like memorizing,Netral
dharma menyala ya kenal berani kuda hitam,dharma is on fire yes know brave dark horse,Positif
kun wardana melamun,kun wardana is daydreaming,Netral
jenderal dharma bagus,general dharma is good,Positif
dharmakun pengguna media sosial dibayar gaib youtube,dharmakun social media users paid supernatural youtube,Positif
dharma kali kali,dharma times times,Netral
dharma kun jakarta umur berhak batasan umur mendaftar kerja,dharma kun jakarta age is eligible age limit for applying for work,Netral
nomor dua paham kerjanya,number two understand how it works,Netral
nomor dua mencatut kartu tanda penduduk ditempatkan calon gubernur boneka menghindari kotak kosong,"number two, the identity card of the resident is placed by the puppet gubernatorial candidate to avoid the empty box",Negatif
mandiri menghindari setiran partai fair ya,independent avoid party steering fair yes,Positif
pusing menyerap ucapan pasangan calon nomor dua berputar diulang,dizzy absorbing the speech of candidate pair number two spinning repeatedly,Positif
darmakun daerah khusus ibukota satu,special capital region one,Positif
jakarta mencatat mandiri tergantung kepentingan politik masyarakat daerah khusus ibukota memilih dharma,jakarta notes that independent depending on the political interests of the people of the special capital region chooses dharma,Positif
andai warga daerah khusus ibukota pilih nomor dua asli retorika,if the residents of the special capital region choose number two it is pure rhetoric,Positif
dharma pangrekun lumayan,dharma pangrekun is quite good,Positif
dharma berantakan debatnya,dharma messed up the debate,Netral
menang menang dipilih partai didukung keluarga mulyono geng ridwan kamil malas memilih,"win win chosen by the party supported by the mulyono family, ridwan kamil's gang, lazy to vote",Positif
warga jakarta menentukan pilihan lihat debat pasangan dharma kun penampilannya mantap ya suka visi misi nya,"jakarta residents determine their choice, watch the debate between the dharma kun pair, their appearance is solid, yes, i like their vision and mission",Netral
nya ridwan kamil memimpin ketimbang nomor dua nomor tiga,ridwan kamil is leading rather than number two and number three,Netral
dharma untukmu,dharma for you,Netral
ayo jakarta percaya rekayasa komisi pemilihan buktikan mandiri menang,"come on jakarta, believe in the election commission's engineering, prove that mandiri won",Netral
dharma menarik suka,dharma attracts like,Netral
khawatir tuan rano karno loh menang mendukung loh berdoa allah semoga diridhai amin,"i'm worried that mr. rano karno will win, support him, pray to god that he will be pleased, amen",Positif
dharma kun menetapkan,dharma kun determines,Netral
pasangan calon satu tiga oke pasangan calon dua mengaco,candidate pair one three okay candidate pair two is confusing,Positif
nomor dua kena COVID-19 sih,number two is getting covid-19,Netral
figur pendukung,supporting figure,Positif
dharma pongrekun,dharma pongrekun,Netral
dharma kun jakarta aman dharma kun jakarta beradab dharma kun jakarta makmur sejahtera selamatkan jiwa keluarga,dharma kun jakarta safe dharma kun jakarta civilized dharma kun jakarta prosperous prosperous save the family's soul,Positif
maaf calon wakil gubernur mandiri,sorry independent deputy gubernatorial candidate,Negatif
nomor dua menampak kelinci percobaan koalisi indonesia maju ridwan kamil lawan kotak kosong memutuskan partai demokrasi indonesia perjuangan usung,number two appears guinea pig coalition indonesia forward ridwan kamil against empty box decides the party of indonesian democracy struggle to carry,Negatif
warga bekasi mendukung dharma kun,bekasi residents support dharma kun,Netral
rukun warga 1 miliar setahun gila kaya raya rukun warga,1 billion a year crazy rich citizen association,Negatif
nomor dua lawan satu terkesan melawan kotak kosong dua dimainkan perubahan tiga,number two against one impressed against empty box two played change three,Positif
nomor dua melek dunia,number two in world literacy,Netral
orang medan mendukung darmakun nomor dua,medan people support dharmakun number two,Netral
kun dharma kun,kun dharma kun,Netral
dharma polos semoga kuat,dharma plain may you be strong,Positif
dinas pemadam kebakaran wawancara deddy kaya dharma kemanusiaan adil beradab beradab ya adil dinas pemadam kebakaran depok,fire department interview deddy kaya dharma humanity fair civilized civilized yes fair depok fire department,Positif
warga jawa barat mendukung nomor tiga,west java residents support number three,Netral
nomor satu sejalan presiden terpilih nomor dua sejalan pasangan calon nomor tiga dinamakan politik perbedaan eksekutif legislatif yudikatif,"number one in line with the elected president number two in line with the candidate pair number three is called the politics of differences between the executive, legislative and judiciary",Netral
nya narasi berita ruangan terpaksa menayangkan dharma sensor perkataan dharma,his news narrative room was forced to broadcast dharma censoring dharma's words,Negatif
fiks nomor tiga nomor dua menyambung,fix number three number two continues,Netral
prabowo pasangan calon dua mengomong hati,prabowo candidate pair two speak their hearts,Netral
kehilangan keluarga pandemi COVID-19 mendengarkan pasangan calon dua penanganan pandemi luka agenda asing rakyat ditakuti seandainya situasi rumah sakit menangani pasien sesak napas bilang agenda asing kesulitannya mencari tabung oksigen rumah sakit penuh kamar penuh lihat keluarga prosedur pemakaman COVID-19 penanganannya konkret berputar-putar agenda asing berdiri kaki presiden instruksi melawan,lost family covid-19 pandemic listening to candidate pair two pandemic handling wounds foreign agenda people feared if hospital situation handling shortness of breath patients say foreign agenda difficulty finding oxygen cylinders full hospital full room see family covid-19 funeral procedures handling concrete going round and round foreign agenda standing feet president instructions against,Positif
mengasih hukuman partai pilih mandiri saja,"give punishment to the party, choose to be independent",Netral
ceroboh kebanyakan subsidi usahakan rakyat mandiri,careless too many subsidies try to make the people independent,Netral
pilih mandiri saja,just choose independent,Netral
bau² dharma menjadikan dua putar,the smell of dharma makes two turns,Netral
pasangan calon dua cocoknya dongeng konspirasi saja seru,the two candidate pairs are just as exciting as the conspiracy story,Positif
nomor dua mending menghafal,number two is better to memorize,Positif
nomor dua salah lupa misi menghafal,number two wrong forgot the memorization mission,Negatif
fiks nomor dua pilihanku,my second choice fic,Netral
mendukung dharma kun fayakun,support dharma kun fayakun,Netral
dharma pongrekun menyambung,dharma pongrekun continued,Netral
pongrekun bicaranya ajak tegang,pongrekun's speech makes me tense,Negatif
bismillah dharma jalur mandiri,bismillah dharma independent path,Netral
dharma mimpi meng dharma,dharma dream dharma,Netral
rakyat nomor dua,people number two,Netral
pasangan calon tiga paham cocok juru bicara pemahamannya eksekusi kebijakan cenderung pasangan calon dua,candidate pair three understands the spokesperson's understanding of policy execution tends to candidate pair two,Netral
kun lama-lama anies,"kun, it's been a long time since anies",Negatif
gue memikirkannya iming iming rukun warga dua ratus juta tertawa basi banget menyebut menyebut nominal,"i think about the lure of the two hundred million citizen harmony, laughing so stale mentioning the nominal amount",Negatif
nomor dua kayak mahasiswa baca makalah,number two like a student reading a paper,Netral
calon wakil gubernur dua kebudayaan jawabannya bagus budaya tanamkan aminkan nomor satu nomor tiga,candidate for deputy governor two cultures good answer culture instill amen number one number three,Positif
jenderal dharma,general dharma,Positif
mandiri dipengaruhi partai murni rakyat,independent influenced by pure people's party,Positif
nomor dua kesalahan parah menjilat nomor tiga aduh bintang tiga tuan pramono pencapaian dicapai orang hasil,number two serious mistake licking number three oh three stars sir pramono achievement achieved people results,Negatif
dharma kun,dharma kun,Netral
sejahtera pilih darmakun dua anggaran pendapatan belanja daerah sasaran utang-utang partai politik,prosperous choose dharmakun two regional revenue and expenditure budgets target political party debts,Netral
nomor dua aduh,number two oh,Netral
dharma kun menang dua pelayan partai politik gagal,dharma kun wins two political party servants fail,Negatif
banget coblos dharma bebas mengomong pakai beban amanah,really vote dharma free to speak with the burden of trust,Positif
pilih mandiri saja nomor dua titip-titip orang,"choose to be independent, second, leave things to other people",Negatif
partai mengusung nomor urut dua ya,the party carries the serial number two yes,Netral
mendukung sosok jujur politik jujur politik pasang dua muka dharma kayak orang nya partai mengusung bagus pemimpin jujur muka dua tertawa,support honest figures honest politics politics put on two faces dharma like the person the party supports good honest leaders two faces laugh,Positif
mendukung dharma,support dharma,Netral
mandiri terbaik dharma,best independent dharma,Positif
semoga dharma menang mendukung bali semoga,hopefully dharma wins supporting bali hopefully,Positif
prediksi urutan perolehan suara ridwan kamil satu pramono tiga dharma satu catat,prediction of the order of vote acquisition ridwan kamil one pramono three dharma one note,Netral
dharma kun bagus,dharma kun is good,Positif
anies bawa etika meniru pasangan calon dua apapun nya adab nya,"anies brings ethics to imitate the two candidate pairs, whatever their manners",Netral
