lemmatize_data,translate_data,sentimen
mengatasi problematika kemacetan satu kawasan pusat bisnis wilayah satu kantor saja isi karyawan nya daerah jakarta bogor depok tangerang bekasi dua adab antre mengubah menambah orang antre tuan kekurangan kuota transportasi tiga berfokus transjakarta saja transjabodetabek logis faktanya orang membawa kendaraan pribadi jakarta rata-rata jakarta fiks nomor tiga paham problematika jakarta,"overcome the problem of traffic jams in one central business district, one office only, fill it with employees, jakarta, bogor, depok, tangerang, bekasi, two, queuing manners, change, add people to the queue, sir, lack of transportation quota, three, focus on transjakarta only, transjabodetabek, logical, in fact, people bring private vehicles, jakarta, on average, jakarta is fixed, number three, understand the problems of jakarta",Positif
nomor satu gimmick ya seru sih cuman eksistensi debat sengit saja kelemahannya beliau diamanatkan partai aspirasi masyarakat dipedulikan konteks balas budi lumrah politik menggeneralisasi dinamis,"number one gimmick yes it's exciting but the existence of a fierce debate is the weakness, he was given the mandate by the party, the aspirations of the people were cared for, the context of gratitude was common, politics was generalizing dynamically",Netral
nomor satu tiga aktor belakangnya,number one three actors behind him,Negatif
ridwan kamil cerdas,ridwan kamil is smart,Positif
ridwan kamil mantap,ridwan kamil is great,Positif
kampanye pemilihan presiden satu coba pasangan calon pakai pemuja vaksin,presidential election campaign one try candidate pair use vaccine worshippers,Netral
ridwan kamil pemenang debat insyaallah pemenang gubernur jakarta amin,"ridwan kamil, the winner of the debate, god willing, will be the winner of the jakarta governor election, amen",Positif
menang ridwan kamil mimpi tertawa partai menang warga jakarta tipe gampang menyuap bantuan sosial,"ridwan kamil wins, dreams of laughing, winning party, jakarta residents, easy type to bribe social assistance",Positif
ridwan kamil sekeluarga memilih tertawa,ridwan kamil and his family chose to laugh,Positif
nomor tiga memimpin jakarta ketimbang nomor dua satu,number three leads jakarta than number two one,Netral
jawa barat ya tuan,"west java, sir",Netral
satu musuh jekmania,one enemy of jekmania,Netral
nomor satu kepala uang saja,number one money head only,Netral
ridwan kamil pembantu,ridwan kamil assistant,Netral
ridwan kamil kebanyakan gimmick,ridwan kamil is mostly a gimmick,Positif
ya ridwan kamil pengikutnya,yes ridwan kamil his followers,Netral
ridwan kamil mantap,ridwan kamil is great,Positif
ridwan kamil benaran wali kota benaran gubernur benaran insinyur,"ridwan kamil is a real mayor, a real governor, a real engineer",Positif
pilih nomor dua mandiri pilih satu tiga saja apa-apa susah mah,"choose number two independently choose one or three only, nothing is difficult",Negatif
jawa barat saja cekatan pindah jakarta,west java is agile enough to move to jakarta,Positif
semoga ridwan kamil lulus gubernur jakarta presiden republik indonesia,hopefully ridwan kamil passes the governor of jakarta president of the republic of indonesia,Netral
maaf tuan ridwan jawa barat saja dampak urus kartu tanda penduduk daerah cirebon saja susah,"sorry, mr. ridwan, west java alone, the impact of processing a resident identity card in the cirebon area is difficult",Negatif
ridwan kamil menang anies anak abah prabowo mendukung menang ridwan kamil kasih uang tujuh juta,"ridwan kamil wins, anies, prabowo's father's son supports ridwan kamil's victory, gives him seven million rupiah",Positif
bandung jawa barat pengaruhnya tuan taman kecantikannya merawat macet parah kerajinannya maket sketsa saja,"bandung west java, the influence of the master of the park, its beauty, its maintenance, its traffic jams, its crafts, its just a sketch model",Netral
nomor urut dua ber kekuatan ber niat calon gubernur jakarta bertugas memecahkan suara satu tiga,"number two has the power to intend to be a candidate for governor of jakarta, tasked with breaking the one to three vote gap",Netral
pasangan calon nomor satu bagus pasangan calon nomor tiga pemenang berantas judi daring perusak generasi saja,"candidate pair number one is good candidate pair number three is the winner, eradicate online gambling, it just destroys the generation",Positif
